prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
0,544,1,False,298944,300660,310740,319560
0,544,2,False,302957,295160,328020,344540
0,544,3,False,301107,294530,327150,336180
0,544,4,False,299649,300220,318590,327370
0,544,5,False,300213,296090,319180,331580
0,544,6,False,300710,296650,319340,320340
0,544,7,False,299508,297440,318770,319700
0,544,8,False,297135,289500,322730,354860
0,544,9,False,288421,287580,309620,316980
0,544,10,False,290031,289550,309030,313960
0,544,11,False,290155,288650,308090,315840
0,544,12,False,297825,288030,338500,428640
0,544,13,False,291562,292150,307760,316510
0,544,14,False,288259,285780,306020,312600
0,544,15,False,290114,288120,306950,308700
0,544,16,False,292444,290710,313030,327810
0,544,17,False,286104,283580,313910,320070
0,544,18,False,290036,286110,312190,332390
0,544,19,False,289529,287760,312240,322700
0,544,20,False,290471,287450,312250,322070
0,544,21,False,310941,312150,330430,340510
0,544,22,False,308956,309380,325570,350940
0,544,23,False,306292,304070,332290,332640
0,544,24,False,307759,303730,328230,340250
0,544,25,False,306913,306980,332170,344070
0,544,26,False,308216,312420,328140,334190
0,544,27,False,306702,307100,330720,344010
0,544,28,False,307880,309560,324580,326680
0,544,29,False,309874,308470,332750,366200
0,544,30,False,306155,308890,329210,343120
0,544,31,False,305820,309340,333210,341060
0,544,32,False,307634,307160,341670,364750
0,576,1,False,317284,316640,341610,346710
0,576,2,False,317183,315390,334000,340710
0,576,3,False,316028,314940,332720,338400
0,576,4,False,317088,316251,332220,344030
0,576,5,False,319622,313490,339580,348880
0,576,6,False,319106,319320,337780,351810
0,576,7,False,317988,314300,337500,338980
0,576,8,False,319037,320610,331670,342430
0,576,9,False,317249,316910,337600,355290
0,576,10,False,319783,320550,339090,350660
0,576,11,False,316840,316590,337980,353310
0,576,12,False,316885,316410,338570,349910
0,576,13,False,316259,314410,333490,341790
0,576,14,False,317512,318830,336770,360390
0,576,15,False,315783,309920,337990,348150
0,576,16,False,311265,307100,335410,344950
0,576,17,False,314335,308520,337730,350270
0,576,18,False,314026,311810,334950,343010
0,576,19,False,315383,312560,328500,459570
0,576,20,False,308434,304490,332460,348970
0,576,21,False,309482,306740,334300,338920
0,576,22,False,309135,302420,333330,343590
0,576,23,False,309694,307160,330780,339640
0,576,24,False,304761,303940,318710,339070
0,576,25,False,308482,305270,321500,397330
0,576,26,False,309991,308120,337040,342610
0,576,27,False,305557,302140,324850,333700
0,576,28,False,305675,303980,330120,343430
0,576,29,False,305217,306970,330950,333620
0,576,30,False,305172,304420,322880,341660
0,576,31,False,307682,302070,328290,374990
0,576,32,False,305216,303720,327570,349930
0,608,1,False,315287,315520,335130,354170
0,608,2,False,317216,316610,336110,346670
0,608,3,False,317918,318370,335810,345260
0,608,4,False,315870,314560,334000,336610
0,608,5,False,317291,311870,335350,351620
0,608,6,False,316863,313000,333370,353030
