run_id,status,batch_size,n_requests,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,1,50,"[4003, 6171, 9237, 8023, 8, 3781, 3819, 1627, 4109, 9009, 7641, 9766, 9680, 957, 593, 688, 9710, 9343, 5863, 4897, 9075, 251, 5671, 6681, 1452, 4762, 6446, 2706, 8328, 6759, 9435, 9584, 464, 2840, 7847, 5796, 8404, 8505, 8566, 9965, 5910, 1003, 5031, 9264, 78, 1245, 5405, 7389, 9070, 7808]","[1751, 733, 1279, 508, 606, 822, 826, 1714, 1536, 708, 1230, 737, 1673, 1042, 764, 947, 490, 387, 271, 398, 838, 1027, 379, 838, 854, 803, 954, 639, 689, 882, 1340, 802, 495, 993, 523, 846, 1138, 2033, 731, 863, 1401, 1044, 1879, 830, 561, 1109, 884, 656, 793, 422]","[44, 75, 57, 58, 49, 79, 69, 142, 39, 42, 78, 51, 61, 101, 40, 83, 74, 62, 72, 72, 95, 108, 59, 96, 43, 55, 58, 53, 12, 45, 62, 63, 42, 67, 41, 63, 39, 57, 70, 47, 55, 60, 72, 63, 43, 63, 37, 43, 56, 67]",2033,142,142,,33896.753,
