prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,0,0,0,2.763000
64,0,0,0,5.448000
96,0,0,0,3.171000
128,0,0,0,3.488000
128,0,0,0,3.491000
160,0,0,0,7.034000
192,0,0,0,7.048000
224,0,0,0,7.770000
256,0,0,0,8.901000
288,0,0,0,13.822000
320,0,0,0,14.919000
352,0,0,0,16.035000
384,0,0,0,17.558000
416,0,0,0,23.396000
448,0,0,0,28.151000
480,0,0,0,27.243000
512,0,0,0,28.346000
544,0,0,0,38.191000
576,0,0,0,39.833000
608,0,0,0,43.291000
640,0,0,0,42.322000
672,0,0,0,54.448000
704,0,0,0,56.209000
736,0,0,0,60.887000
768,0,0,0,66.008000
800,0,0,0,89.205000
832,0,0,0,81.103000
864,0,0,0,80.725000
896,0,0,0,81.545000
928,0,0,0,522.887000
960,0,0,0,538.818000
992,0,0,0,556.911000
1024,0,0,0,574.788000
1024,0,0,0,574.645000
1088,0,0,0,686.985000
1152,0,0,0,725.540000
1216,0,0,0,848.618000
1280,0,0,0,891.743000
1344,0,0,0,1026.486000
1408,0,0,0,1071.877000
1472,0,0,0,1229.171000
1536,0,0,0,1280.381000
1600,0,0,0,1450.010000
1664,0,0,0,1499.092000
1728,0,0,0,1682.488000
1792,0,0,0,1737.948000
1856,0,0,0,1954.925000
1920,0,0,0,2142.577000
1984,0,0,0,2196.142000
2048,0,0,0,2264.357000
2112,0,0,0,2516.732000
2176,0,0,0,2613.912000
2240,0,0,0,2782.877000
2304,0,0,0,2863.286000
2368,0,0,0,3099.724000
2432,0,0,0,3208.179000
2496,0,0,0,3446.105000
2560,0,0,0,3530.138000
2624,0,0,0,3734.225000
2688,0,0,0,3824.127000
2752,0,0,0,4167.147000
2816,0,0,0,4265.615000
2880,0,0,0,4527.477000
2944,0,0,0,4658.539000
3008,0,0,0,4896.796000
3072,0,0,0,5077.241000
3136,0,0,0,5341.671000
3200,0,0,0,5446.698000
3264,0,0,0,5635.216000
3328,0,0,0,5952.168000
3392,0,0,0,6132.899000
3456,0,0,0,6413.162000
3520,0,0,0,6801.635000
3584,0,0,0,6924.188000
3648,0,0,0,7268.628000
3712,0,0,0,7401.667000
3776,0,0,0,7750.290000
3840,0,0,0,7888.135000
3904,0,0,0,8338.373000
3968,0,0,0,8466.016000
4032,0,0,0,8863.528000
4096,0,0,0,9003.197000
4096,0,0,0,9003.177000
4224,0,0,0,9574.713000
4352,0,0,0,10183.493000
4480,0,0,0,10439.094000
4608,0,0,0,10972.389000
4736,0,0,0,12012.165000
4864,0,0,0,12673.857000
4992,0,0,0,13299.583000
5120,0,0,0,14008.473000
5248,0,0,0,14746.813000
5376,0,0,0,15454.157000
5504,0,0,0,16253.382000
5632,0,0,0,17003.778000
5760,0,0,0,17761.801000
5888,0,0,0,18575.248000
6016,0,0,0,19399.281000
6144,0,0,0,20270.273000
6272,0,0,0,20516.166000
6400,0,0,0,21146.157000
6528,0,0,0,22940.761000
6656,0,0,0,23008.073000
6784,0,0,0,24290.592000
6912,0,0,0,25250.357000
7040,0,0,0,26300.874000
7168,0,0,0,27276.645000
7296,0,0,0,28505.853000
7424,0,0,0,29530.308000
7552,0,0,0,30414.487000
7680,0,0,0,31370.680000
7808,0,0,0,32655.036000
7936,0,0,0,33819.833000
8064,0,0,0,34809.058000
8192,0,0,0,37867.531000
0,0,1,32,1.466000
0,0,1,64,1.536000
0,0,1,96,1.476000
0,0,1,128,1.500000
0,0,1,160,1.542000
0,0,1,192,1.550000
0,0,1,224,1.553000
0,0,1,256,1.527000
0,0,1,288,1.609000
0,0,1,320,1.646000
0,0,1,352,1.597000
0,0,1,384,1.613000
0,0,1,416,1.660000
0,0,1,448,1.700000
0,0,1,480,1.661000
0,0,1,512,1.702000
0,0,1,544,1.856000
0,0,1,576,1.928000
0,0,1,608,1.971000
0,0,1,640,1.861000
0,0,1,672,2.071000
0,0,1,704,2.077000
0,0,1,736,2.115000
0,0,1,768,2.098000
0,0,1,800,2.288000
0,0,1,832,2.287000
0,0,1,864,2.284000
0,0,1,896,2.301000
0,0,1,928,2.673000
0,0,1,960,2.511000
0,0,1,992,2.507000
0,0,1,1024,2.505000
0,0,1,1024,2.666000
0,0,1,1088,2.742000
0,0,1,1152,2.721000
0,0,1,1216,2.971000
0,0,1,1280,2.965000
0,0,1,1344,3.197000
0,0,1,1408,3.163000
0,0,1,1472,3.395000
0,0,1,1536,3.413000
0,0,1,1600,3.656000
0,0,1,1664,3.703000
0,0,1,1728,3.878000
0,0,1,1792,3.887000
0,0,1,1856,4.183000
0,0,1,1920,4.059000
0,0,1,1984,4.267000
0,0,1,2048,4.326000
0,0,1,2112,4.497000
0,0,1,2176,4.485000
0,0,1,2240,4.706000
0,0,1,2304,4.833000
0,0,1,2368,5.016000
0,0,1,2432,4.922000
0,0,1,2496,5.150000
0,0,1,2560,5.142000
0,0,1,2624,5.334000
0,0,1,2688,5.351000
0,0,1,2752,5.557000
0,0,1,2816,5.567000
0,0,1,2880,5.766000
0,0,1,2944,5.779000
0,0,1,3008,5.987000
0,0,1,3072,6.003000
0,0,1,3136,6.210000
0,0,1,3200,6.223000
0,0,1,3264,6.427000
0,0,1,3328,6.431000
0,0,1,3392,6.632000
0,0,1,3456,6.646000
0,0,1,3520,6.861000
0,0,1,3584,6.869000
0,0,1,3648,7.067000
0,0,1,3712,7.086000
0,0,1,3776,7.268000
0,0,1,3840,7.282000
0,0,1,3904,7.534000
0,0,1,3968,7.504000
0,0,1,4032,7.755000
0,0,1,4096,7.717000
0,0,1,4096,7.723000
0,0,1,4352,8.148000
0,0,1,4608,8.572000
0,0,1,4864,9.040000
0,0,1,5120,9.448000
0,0,1,5376,9.865000
0,0,1,5632,10.307000
0,0,1,5888,10.752000
0,0,1,6144,11.161000
0,0,1,6400,11.605000
0,0,1,6656,12.052000
0,0,1,6912,12.526000
0,0,1,7168,13.071000
0,0,1,7424,13.514000
0,0,1,7680,14.003000
0,0,1,7936,14.364000
0,0,2,32,1.616000
0,0,2,64,1.647000
0,0,2,96,1.609000
0,0,2,128,1.606000
0,0,2,160,1.743000
0,0,2,192,1.742000
0,0,2,224,1.763000
0,0,2,256,1.733000
0,0,2,288,2.093000
0,0,2,320,2.177000
0,0,2,352,2.076000
0,0,2,384,2.097000
0,0,2,416,2.505000
0,0,2,448,2.520000
0,0,2,480,2.504000
0,0,2,512,2.544000
0,0,2,544,2.996000
0,0,2,576,2.975000
0,0,2,608,2.984000
0,0,2,640,3.010000
0,0,2,672,3.457000
0,0,2,704,3.413000
0,0,2,736,3.428000
0,0,2,768,3.422000
0,0,2,800,3.984000
0,0,2,832,3.881000
0,0,2,864,3.854000
0,0,2,896,3.948000
0,0,2,928,4.312000
0,0,2,960,4.297000
0,0,2,992,4.331000
0,0,2,1024,4.291000
0,0,2,1024,4.308000
0,0,2,1088,4.774000
0,0,2,1152,4.747000
0,0,2,1216,5.157000
0,0,2,1280,5.145000
0,0,2,1344,5.582000
0,0,2,1408,5.571000
0,0,2,1472,6.021000
0,0,2,1536,6.026000
