run_id,status,batch_size,n_requests,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,2,100,"[4003, 6171, 9237, 8023, 8, 3781, 3819, 1627, 4109, 9009, 7641, 9766, 9680, 957, 593, 688, 9710, 9343, 5863, 4897, 9075, 251, 5671, 6681, 1452, 4762, 6446, 2706, 8328, 6759, 9435, 9584, 464, 2840, 7847, 5796, 8404, 8505, 8566, 9965, 5910, 1003, 5031, 9264, 78, 1245, 5405, 7389, 9070, 7808, 9858, 256, 787, 3072, 4360, 4464, 1592, 2279, 9148, 817, 2824, 1252, 2402, 2138, 603, 9216, 8275, 743, 829, 3997, 1209, 423, 5585, 3713, 846, 5715, 6439, 9133, 5555, 909, 3071, 6133, 9258, 4021, 6806, 5401, 726, 9769, 4310, 307, 1300, 8318, 2212, 6705, 7407, 1539, 9030, 359, 5118, 376]","[2619, 473, 3, 11, 42, 22, 52, 391, 26, 11, 24, 19, 8, 41, 1025, 55, 39, 14, 7, 3389, 221, 1300, 18, 13, 229, 138, 9, 7, 18, 1853, 19, 25, 79, 42, 13, 570, 47, 136, 4, 20, 10, 1784, 18, 13, 72, 11, 22, 381, 26, 28, 21, 10, 18, 10, 12, 403, 12, 20, 12, 32, 8, 17, 11, 6, 9, 25, 13, 1376, 1024, 57, 29, 33, 18, 28, 5, 53, 219, 8, 17, 9, 27, 58, 926, 30, 63, 165, 89, 2677, 179, 705, 49, 16, 64, 15, 153, 23, 12, 46, 20, 10]","[300, 72, 87, 138, 27, 285, 154, 439, 171, 44, 332, 165, 236, 611, 152, 529, 768, 139, 334, 107, 767, 277, 648, 250, 115, 224, 104, 47, 104, 306, 227, 226, 451, 257, 19, 184, 164, 125, 245, 126, 320, 150, 237, 198, 373, 390, 191, 278, 371, 355, 392, 225, 366, 227, 306, 102, 247, 511, 132, 285, 164, 439, 27, 522, 41, 523, 218, 200, 85, 319, 201, 372, 157, 65, 305, 533, 321, 397, 300, 161, 386, 631, 356, 292, 589, 362, 265, 134, 725, 332, 660, 413, 767, 363, 185, 50, 471, 77, 352, 376]",3389,768,768,,157136.141,
