run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,1,[4003],[2619],[300],2619,300,300,,1875.247,
1,OK,1,[6171],[473],[72],473,72,72,,440.224,
2,OK,1,[9237],[3],[87],3,87,87,,529.328,
3,OK,1,[8023],[11],[138],11,138,138,,837.162,
4,OK,1,[8],[42],[27],42,27,27,,167.83,
5,OK,1,[3781],[22],[285],22,285,285,,1722.7,
6,OK,1,[3819],[52],[154],52,154,154,,933.379,
7,OK,1,[1627],[391],[439],391,439,439,,2655.687,
8,OK,1,[4109],[26],[171],26,171,171,,1035.663,
9,OK,1,[9009],[11],[44],11,44,44,,270.646,
10,OK,1,[7641],[24],[332],24,332,332,,2006.489,
11,OK,1,[9766],[19],[165],19,165,165,,999.028,
12,OK,1,[9680],[8],[236],8,236,236,,1427.347,
13,OK,1,[957],[41],[611],41,611,611,,3689.809,
14,OK,1,[593],[1025],[152],1025,152,152,,923.829,
15,OK,1,[688],[55],[529],55,529,529,,3195.153,
16,OK,1,[9710],[39],[768],39,768,768,,4638.596,
17,OK,1,[9343],[14],[139],14,139,139,,843.376,
18,OK,1,[5863],[7],[334],7,334,334,,2018.841,
19,OK,1,[4897],[3389],[107],3389,107,107,,679.077,
20,OK,1,[9075],[221],[767],221,767,767,,4636.583,
21,OK,1,[251],[1300],[277],1300,277,277,,1686.71,
22,OK,1,[5671],[18],[648],18,648,648,,3912.234,
23,OK,1,[6681],[13],[250],13,250,250,,1512.267,
24,OK,1,[1452],[229],[115],229,115,115,,698.723,
25,OK,1,[4762],[138],[224],138,224,224,,1356.156,
26,OK,1,[6446],[9],[104],9,104,104,,631.882,
27,OK,1,[2706],[7],[47],7,47,47,,287.827,
28,OK,1,[8328],[18],[104],18,104,104,,629.992,
29,OK,1,[6759],[1853],[306],1853,306,306,,1874.133,
30,OK,1,[9435],[19],[227],19,227,227,,1373.2,
31,OK,1,[9584],[25],[226],25,226,226,,1367.001,
32,OK,1,[464],[79],[451],79,451,451,,2725.563,
33,OK,1,[2840],[42],[257],42,257,257,,1553.951,
34,OK,1,[7847],[13],[19],13,19,19,,119.681,
35,OK,1,[5796],[570],[184],570,184,184,,1116.38,
36,OK,1,[8404],[47],[164],47,164,164,,993.87,
37,OK,1,[8505],[136],[125],136,125,125,,758.539,
38,OK,1,[8566],[4],[245],4,245,245,,1481.671,
39,OK,1,[9965],[20],[126],20,126,126,,763.985,
40,OK,1,[5910],[10],[320],10,320,320,,1933.711,
41,OK,1,[1003],[1784],[150],1784,150,150,,920.241,
42,OK,1,[5031],[18],[237],18,237,237,,1431.942,
43,OK,1,[9264],[13],[198],13,198,198,,1197.941,
44,OK,1,[78],[72],[373],72,373,373,,2254.601,
45,OK,1,[1245],[11],[390],11,390,390,,2356.014,
46,OK,1,[5405],[22],[191],22,191,191,,1157.338,
47,OK,1,[7389],[381],[278],381,278,278,,1683.242,
48,OK,1,[9070],[26],[371],26,371,371,,2242.282,
49,OK,1,[7808],[28],[355],28,355,355,,2145.832,
