layer,tokens,time_us
down_proj,5696,712.831
layernorm,5760,1271.9395
qkv_proj,5760,2553.1590000000006
rotary_emb,5760,502.658
o_proj,5760,412.026
gate_up_proj,5760,3707.106
act_fn,5760,1999.3
down_proj,5760,719.441
layernorm,5824,1189.7025
qkv_proj,5824,2448.906
rotary_emb,5824,540.758
o_proj,5824,441.566
gate_up_proj,5824,3711.965
act_fn,5824,2031.841
down_proj,5824,737.291
layernorm,5888,1236.704
qkv_proj,5888,2424.8979999999997
rotary_emb,5888,641.49
o_proj,5888,436.517
gate_up_proj,5888,3602.8450000000003
act_fn,5888,2039.781
down_proj,5888,742.992
layernorm,5952,1220.894
qkv_proj,5952,2503.337
rotary_emb,5952,802.362
o_proj,5952,911.033
gate_up_proj,5952,3772.526
act_fn,5952,2104.272
down_proj,5952,742.591
layernorm,6016,1212.6129999999998
qkv_proj,6016,2530.938
rotary_emb,6016,958.495
o_proj,6016,589.829
gate_up_proj,6016,3741.1360000000004
act_fn,6016,2134.962
down_proj,6016,750.861
layernorm,6080,1518.208
qkv_proj,6080,2921.594
rotary_emb,6080,898.024
o_proj,6080,673.61
gate_up_proj,6080,4185.703
act_fn,6080,2162.153
down_proj,6080,731.701
layernorm,6144,1260.284
qkv_proj,6144,2647.15
rotary_emb,6144,448.597
o_proj,6144,425.546
gate_up_proj,6144,3911.999
act_fn,6144,2115.182
down_proj,6144,755.541
layernorm,6208,1298.8000000000002
qkv_proj,6208,2898.394
rotary_emb,6208,667.95
o_proj,6208,866.813
gate_up_proj,6208,4132.372
act_fn,6208,2333.375
down_proj,6208,735.911
layernorm,6272,1233.0435
qkv_proj,6272,2568.289
rotary_emb,6272,500.537
o_proj,6272,435.667
gate_up_proj,6272,3857.3469999999998
act_fn,6272,2168.752
down_proj,6272,772.372
layernorm,6336,1351.4454999999998
qkv_proj,6336,2834.152
rotary_emb,6336,561.648
o_proj,6336,497.537
gate_up_proj,6336,4176.474
act_fn,6336,2216.573
down_proj,6336,801.572
layernorm,6400,1233.924
qkv_proj,6400,2566.99
rotary_emb,6400,469.487
o_proj,6400,544.258
gate_up_proj,6400,4076.5029999999997
act_fn,6400,2144.043
down_proj,6400,686.771
layernorm,6464,1316.9845
qkv_proj,6464,3050.153
rotary_emb,6464,736.11
o_proj,6464,861.872
gate_up_proj,6464,4254.502
act_fn,6464,2425.855
down_proj,6464,811.452
layernorm,6528,1350.9755
qkv_proj,6528,2609.67
rotary_emb,6528,585.859
o_proj,6528,457.497
gate_up_proj,6528,3946.5690000000004
act_fn,6528,2250.844
down_proj,6528,811.802
layernorm,6592,1414.3665
qkv_proj,6592,3390.351
rotary_emb,6592,810.282
o_proj,6592,939.804
gate_up_proj,6592,4519.028
act_fn,6592,2493.177
down_proj,6592,847.263
layernorm,6656,1342.8055
qkv_proj,6656,2897.264
rotary_emb,6656,512.738
o_proj,6656,448.176
gate_up_proj,6656,4228.325
act_fn,6656,2281.174
down_proj,6656,808.902
layernorm,6720,1450.987
qkv_proj,6720,2781.302
rotary_emb,6720,743.321
o_proj,6720,468.787
gate_up_proj,6720,4228.3240000000005
act_fn,6720,2353.376
down_proj,6720,816.132
layernorm,6784,1421.8964999999998
qkv_proj,6784,2760.083
rotary_emb,6784,1066.316
o_proj,6784,662.41
gate_up_proj,6784,4142.753
act_fn,6784,2362.745
down_proj,6784,819.243
layernorm,6848,1418.3865
qkv_proj,6848,3319.6099999999997
rotary_emb,6848,909.294
o_proj,6848,916.594
gate_up_proj,6848,4568.92
act_fn,6848,2560.169
down_proj,6848,843.293
layernorm,6912,1402.1165
qkv_proj,6912,2890.224
rotary_emb,6912,540.358
o_proj,6912,465.538
gate_up_proj,6912,4309.375
act_fn,6912,2370.206
down_proj,6912,850.333
layernorm,6976,1406.702
qkv_proj,6976,3423.703
rotary_emb,6976,747.531
o_proj,6976,930.374
gate_up_proj,6976,4589.45
act_fn,6976,2603.38
down_proj,6976,838.283
layernorm,7040,1483.757
