run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,8,"[1912, 297, 4144, 3687, 6561, 1403, 1506, 1012]","[6015, 6939, 2482, 2839, 2057, 4839, 5968, 1669]","[201, 393, 136, 95, 225, 273, 351, 241]",6939,393,393,,4441.597,
1,OK,8,"[1594, 6597, 7479, 9164, 134, 5011, 1318, 8838]","[2285, 2491, 3200, 3854, 6766, 5210, 4413, 6209]","[72, 121, 371, 172, 145, 88, 178, 127]",6766,371,371,,4092.884,
2,OK,8,"[5152, 5937, 7339, 579, 1508, 4697, 153, 7502]","[5800, 6961, 7704, 2570, 7700, 4741, 5588, 6474]","[189, 151, 303, 307, 249, 124, 250, 150]",7704,307,307,,4737.554,
3,OK,8,"[7759, 4657, 693, 258, 439, 8288, 6304, 5603]","[6144, 5594, 7185, 4753, 6324, 3699, 6653, 5368]","[106, 244, 341, 85, 147, 230, 240, 131]",7185,341,341,,4677.46,
4,OK,8,"[1805, 912, 3526, 8847, 4569, 2964, 1908, 1888]","[7451, 4280, 6781, 1098, 6119, 6357, 6649, 6231]","[160, 181, 174, 59, 122, 247, 104, 259]",7451,259,259,,4136.268,
5,OK,8,"[1777, 3778, 1864, 6695, 1992, 884, 7089, 9227]","[4599, 6672, 2266, 4635, 4585, 4114, 2272, 6554]","[218, 154, 63, 309, 271, 295, 189, 168]",6672,309,309,,3975.048,
6,OK,8,"[3160, 2585, 5338, 534, 8478, 9857, 3765, 1928]","[5165, 3229, 6579, 5091, 6216, 6214, 6095, 6996]","[131, 30, 112, 105, 180, 183, 252, 152]",6996,252,252,,4019.02,
7,OK,8,"[4750, 7259, 4693, 2056, 4100, 2619, 4179, 1735]","[3824, 3771, 7826, 5232, 2190, 5581, 2710, 1294]","[144, 194, 198, 229, 219, 120, 201, 158]",7826,229,229,,3210.344,
8,OK,8,"[1582, 3457, 3931, 8638, 4799, 5115, 1790, 6870]","[2973, 6175, 6463, 5665, 6605, 3304, 2386, 3678]","[284, 124, 270, 199, 314, 104, 31, 134]",6605,314,314,,4079.054,
9,OK,8,"[4826, 6355, 5008, 7030, 6534, 7156, 6591, 9050]","[3642, 7128, 5793, 3866, 2410, 7359, 4576, 7145]","[69, 222, 243, 114, 111, 285, 84, 234]",7359,285,285,,4112.818,
10,OK,8,"[8813, 4828, 4749, 9316, 7505, 3498, 6750, 3117]","[7335, 4942, 6347, 4763, 4977, 5697, 4688, 5907]","[221, 271, 277, 100, 94, 155, 214, 382]",7335,382,382,,4981.039,
11,OK,8,"[535, 1378, 8469, 6076, 1158, 7099, 387, 1391]","[7804, 1848, 2876, 4743, 2131, 4118, 6569, 6523]","[145, 100, 132, 193, 222, 167, 233, 197]",7804,233,233,,3511.125,
12,OK,8,"[839, 7115, 5398, 9034, 5204, 6408, 7469, 2159]","[4480, 1120, 2971, 6593, 2640, 6575, 3646, 5344]","[202, 104, 99, 160, 122, 315, 382, 122]",6593,382,382,,4322.851,
13,OK,8,"[7953, 5572, 7815, 5779, 8326, 3665, 7276, 9165]","[2260, 1026, 2823, 6286, 5571, 1520, 6539, 6967]","[164, 100, 82, 190, 120, 218, 155, 137]",6967,218,218,,3096.074,
14,OK,8,"[9305, 4615, 1581, 4645, 7320, 4940, 1443, 4006]","[6994, 1922, 3382, 4736, 3623, 4076, 3813, 3168]","[125, 182, 251, 233, 46, 165, 118, 79]",6994,251,251,,3214.644,
15,OK,8,"[7661, 9798, 8003, 2375, 6143, 8139, 1416, 7095]","[4901, 4091, 6477, 7699, 4766, 4609, 2495, 6689]","[238, 296, 202, 212, 151, 129, 157, 163]",7699,296,296,,4198.171,
