run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
10,OK,32,"[843, 3727, 7812, 5342, 9198, 4252, 155, 8208, 8798, 2125, 1105, 7778, 6607, 1818, 6998, 2016, 7638, 3488, 5605, 3789, 5213, 7415, 8455, 8178, 9462, 56, 6769, 5887, 7701, 9266, 5266, 7657]","[593, 1439, 1646, 740, 507, 959, 1293, 1162, 614, 1485, 1165, 648, 392, 281, 884, 742, 1939, 810, 421, 580, 1707, 633, 889, 470, 585, 573, 418, 1740, 1570, 1137, 287, 609]","[72, 89, 62, 33, 38, 126, 45, 60, 76, 42, 80, 44, 77, 38, 55, 32, 132, 49, 65, 60, 207, 111, 62, 93, 72, 52, 85, 141, 58, 65, 57, 88]",1939,207,207,,3933.553,
11,OK,32,"[9957, 2053, 8432, 1779, 8143, 6213, 6463, 4668, 7260, 6945, 2092, 8155, 888, 3023, 7444, 7477, 708, 5169, 1843, 3865, 8949, 3048, 4119, 8716, 6180, 2381, 9763, 4875, 6317, 6901, 1007, 5257]","[1089, 801, 251, 472, 383, 801, 503, 821, 1508, 1143, 718, 709, 1057, 1513, 561, 873, 804, 509, 725, 1957, 1320, 655, 1734, 657, 391, 1013, 2055, 528, 400, 1432, 541, 2182]","[43, 101, 47, 51, 50, 74, 60, 36, 38, 98, 45, 71, 68, 134, 44, 68, 129, 38, 59, 58, 46, 78, 62, 87, 29, 104, 49, 25, 51, 52, 46, 162]",2182,162,162,,3483.089,
12,OK,32,"[1765, 5026, 1858, 183, 3470, 7248, 5339, 9658, 9771, 3410, 4223, 67, 9787, 6992, 8865, 2487, 4098, 7301, 8811, 3546, 5413, 2356, 9332, 7342, 5216, 695, 2061, 8821, 984, 8238, 9213, 1705]","[693, 539, 338, 1125, 1742, 171, 450, 761, 899, 1101, 1718, 1234, 1259, 416, 785, 798, 282, 969, 1050, 891, 348, 300, 948, 286, 1353, 720, 788, 746, 750, 780, 1345, 1697]","[70, 53, 50, 39, 55, 39, 40, 48, 47, 63, 130, 62, 120, 34, 58, 91, 60, 45, 48, 74, 47, 89, 95, 56, 55, 54, 41, 80, 74, 51, 63, 135]",1742,135,135,,3024.639,
13,OK,32,"[7145, 8468, 252, 1933, 893, 4516, 9535, 5690, 7764, 717, 8961, 9147, 9662, 2075, 9236, 8804, 6766, 2492, 109, 7453, 4371, 5673, 645, 2242, 6848, 3280, 254, 4250, 3772, 8761, 796, 1389]","[410, 1137, 836, 236, 321, 844, 864, 591, 373, 876, 573, 1178, 858, 850, 1053, 707, 2413, 579, 1292, 888, 1709, 860, 799, 1314, 1157, 2220, 906, 569, 1198, 1465, 1151, 690]","[101, 53, 98, 65, 43, 66, 65, 44, 27, 48, 33, 81, 67, 37, 63, 86, 94, 41, 93, 57, 70, 66, 56, 56, 55, 64, 53, 54, 55, 100, 115, 54]",2413,115,115,,2996.21,
14,OK,32,"[8815, 7557, 2827, 3898, 4548, 8245, 4722, 2675, 8743, 468, 8322, 6952, 3366, 3346, 4825, 6359, 1788, 9025, 9495, 1559, 126, 7383, 8472, 1659, 1313, 6876, 1090, 968, 6938, 334, 7256, 8586]","[691, 838, 1029, 576, 2262, 541, 401, 702, 768, 1542, 1407, 482, 849, 399, 560, 374, 474, 1509, 1308, 756, 1112, 623, 696, 379, 657, 145, 1099, 791, 285, 711, 1368, 450]","[44, 17, 71, 44, 64, 77, 51, 41, 50, 39, 76, 52, 64, 26, 61, 46, 59, 101, 42, 74, 54, 107, 54, 59, 65, 20, 52, 57, 38, 175, 68, 47]",2262,175,175,,3290.352,
15,OK,32,"[2444, 2498, 5270, 4082, 2149, 3438, 7867, 8388, 7816, 5494, 8835, 9186, 7874, 7275, 8113, 7681, 2408, 3089, 2780, 3492, 8480, 193, 6330, 397, 1060, 3656, 6918, 4734, 2649, 7029, 7754, 6350]","[1352, 943, 231, 603, 1310, 1035, 450, 527, 525, 259, 734, 844, 557, 518, 302, 1873, 326, 1325, 626, 571, 879, 696, 1024, 859, 772, 778, 916, 1328, 324, 1508, 922, 1179]","[40, 66, 47, 55, 52, 31, 112, 58, 83, 59, 68, 50, 58, 46, 52, 131, 79, 65, 64, 50, 43, 102, 105, 67, 118, 73, 57, 50, 46, 51, 59, 68]",1873,131,131,,2857.081,
16,OK,32,"[2543, 8230, 490, 6728, 2777, 7433, 9068, 990, 5359, 1757, 4056, 3338, 1081, 7875, 1181, 3588, 3424, 3282, 7010, 1831, 6643, 517, 1253, 9818, 4529, 738, 9805, 6716, 6761, 2366, 2309, 2423]","[1865, 958, 1706, 641, 318, 1422, 266, 1233, 827, 1284, 584, 1108, 1158, 1758, 1127, 1129, 679, 515, 222, 1288, 806, 612, 346, 737, 1102, 459, 1057, 625, 839, 698, 882, 497]","[83, 65, 77, 44, 55, 51, 36, 69, 59, 71, 46, 90, 50, 110, 85, 43, 52, 53, 51, 88, 45, 53, 43, 75, 65, 77, 64, 55, 65, 50, 45, 40]",1865,110,110,,2735.957,
17,OK,32,"[2475, 2180, 8060, 2936, 7198, 8079, 9044, 1611, 296, 2169, 4419, 6585, 231, 7614, 1940, 3893, 1329, 7760, 280, 5612, 5792, 7032, 4350, 4022, 3237, 4920, 2560, 2869, 5335, 4550, 8267, 8426]","[455, 1401, 1163, 321, 1138, 923, 305, 552, 645, 1485, 467, 556, 473, 721, 586, 1333, 1778, 789, 1417, 721, 1105, 1154, 611, 1654, 1088, 276, 271, 1793, 599, 787, 205, 1443]","[50, 132, 55, 33, 53, 46, 64, 47, 41, 128, 60, 51, 44, 46, 68, 56, 123, 79, 72, 48, 50, 69, 76, 73, 59, 90, 57, 105, 26, 89, 38, 79]",1793,132,132,,2982.157,
18,OK,32,"[7292, 2587, 970, 2346, 3735, 5999, 5450, 7018, 3794, 4451, 7725, 3740, 4567, 6448, 2565, 6539, 3443, 4436, 9053, 4756, 6427, 1426, 8745, 6306, 1306, 8000, 8859, 7728, 8976, 2413, 5929, 3654]","[634, 778, 1490, 965, 321, 1693, 656, 1135, 531, 1201, 629, 524, 668, 1603, 747, 604, 933, 884, 462, 1610, 473, 808, 1928, 1429, 828, 173, 1634, 1676, 1122, 731, 1006, 405]","[27, 71, 58, 97, 77, 62, 70, 128, 46, 66, 51, 53, 32, 47, 78, 27, 63, 65, 59, 60, 66, 35, 134, 114, 21, 49, 72, 99, 77, 48, 115, 71]",1928,134,134,,3128.871,
19,OK,32,"[5798, 5238, 5712, 2947, 4492, 1519, 8786, 4201, 4488, 6087, 8860, 2455, 5934, 9283, 9556, 5903, 1937, 4855, 7937, 3256, 8197, 1104, 7548, 2009, 2243, 7709, 7842, 69, 9249, 2401, 1653, 9468]","[495, 754, 1053, 1054, 965, 696, 1692, 1237, 740, 907, 1695, 829, 733, 188, 557, 884, 334, 1643, 796, 999, 493, 784, 724, 757, 1665, 796, 668, 386, 1520, 779, 516, 297]","[53, 115, 77, 49, 74, 51, 72, 80, 55, 64, 51, 42, 56, 47, 74, 85, 43, 141, 84, 74, 91, 49, 34, 70, 62, 72, 76, 29, 45, 38, 53, 60]",1695,141,141,,3015.478,
20,OK,32,"[3132, 4678, 9518, 5512, 5470, 4817, 9083, 2878, 7740, 7992, 6112, 8620, 5547, 5347, 451, 6724, 1739, 8340, 3211, 9736, 250, 3288, 8415, 9416, 5275, 8046, 7157, 2418, 4411, 5251, 1832, 8189]","[680, 765, 650, 1048, 822, 449, 1387, 803, 1173, 698, 647, 565, 2171, 1459, 954, 1339, 513, 620, 1558, 339, 1061, 1048, 1130, 975, 602, 498, 985, 910, 782, 435, 654, 335]","[57, 53, 58, 75, 42, 68, 56, 44, 36, 79, 65, 48, 70, 94, 59, 49, 87, 65, 72, 58, 61, 53, 88, 44, 73, 49, 109, 53, 50, 36, 61, 49]",2171,109,109,,2675.092,
21,OK,32,"[6283, 6414, 9674, 6814, 5554, 6939, 5674, 6974, 14, 4088, 2755, 364, 3045, 5821, 7015, 2957, 7888, 2750, 9375, 1334, 3688, 1067, 2797, 8145, 4046, 9119, 1887, 8914, 6462, 9539, 2485, 1872]","[715, 502, 562, 339, 319, 1252, 552, 1372, 2008, 1192, 875, 973, 150, 239, 1085, 954, 818, 806, 980, 1337, 826, 416, 1285, 1678, 739, 981, 1676, 477, 928, 898, 1850, 797]","[97, 73, 56, 45, 56, 118, 46, 69, 181, 160, 71, 56, 56, 43, 31, 21, 65, 67, 41, 43, 52, 61, 60, 69, 44, 65, 44, 61, 84, 35, 70, 68]",2008,181,181,,3541.741,
22,OK,32,"[9071, 1536, 5164, 8696, 7509, 8676, 7814, 5336, 9820, 234, 3783, 1488, 7296, 2013, 680, 798, 866, 2142, 4703, 3812, 3649, 4007, 7970, 1399, 1855, 4564, 6460, 1296, 9006, 1249, 4631, 4719]","[398, 794, 886, 713, 1080, 456, 747, 738, 704, 426, 1092, 515, 282, 1310, 1469, 396, 826, 1504, 930, 297, 1662, 398, 812, 1214, 698, 415, 632, 896, 588, 379, 791, 916]","[46, 33, 63, 83, 61, 43, 60, 62, 130, 32, 47, 42, 57, 57, 43, 60, 32, 76, 94, 59, 65, 86, 43, 60, 50, 26, 70, 36, 81, 44, 80, 81]",1662,130,130,,2691.379,
23,OK,32,"[3604, 5739, 6969, 4950, 7622, 4164, 8633, 5657, 1373, 3031, 5469, 5159, 5506, 5426, 9976, 2308, 9526, 3595, 8080, 7203, 2330, 8919, 255, 2814, 2822, 4013, 6730, 6745, 5683, 8863, 483, 4416]","[753, 574, 575, 905, 971, 1045, 813, 1358, 2106, 823, 660, 1851, 1019, 711, 498, 569, 1081, 570, 904, 195, 977, 1184, 1755, 176, 708, 515, 317, 1045, 1050, 788, 1528, 378]","[89, 47, 114, 94, 75, 45, 166, 105, 35, 66, 48, 48, 96, 85, 53, 59, 88, 77, 58, 56, 79, 65, 37, 38, 15, 40, 51, 112, 92, 36, 50, 36]",2106,166,166,,3288.043,
