prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
0,4352,32,False,213396,213337,213971,215573
0,4608,32,False,232452,232460,232798,232977
0,4864,32,False,249859,249789,250457,250581
0,5120,32,False,254387,254293,255023,255669
0,5376,32,False,258971,258908,259928,260611
0,5632,32,False,275823,275808,276587,277061
0,5888,32,False,288207,288261,288801,289067
0,6144,32,False,292545,292541,293165,293325
0,6400,32,False,310832,310822,311211,311630
0,6656,32,False,317800,317673,318488,319586
0,6912,32,False,348229,348085,349111,349677
0,7168,32,False,365997,365990,366493,367218
0,7424,32,False,363083,363088,363675,364463
0,7680,32,False,373661,373630,374333,374927
0,7936,32,False,386490,386459,386911,387636
