run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,16,"[4003, 6171, 9237, 8023, 8, 3781, 3819, 1627, 4109, 9009, 7641, 9766, 9680, 957, 593, 688]","[1751, 733, 1279, 508, 606, 822, 826, 1714, 1536, 708, 1230, 737, 1673, 1042, 764, 947]","[44, 75, 57, 58, 49, 79, 69, 142, 39, 42, 78, 51, 61, 101, 40, 83]",1751,142,142,,2381.476,
1,OK,16,"[9710, 9343, 5863, 4897, 9075, 251, 5671, 6681, 1452, 4762, 6446, 2706, 8328, 6759, 9435, 9584]","[490, 387, 271, 398, 838, 1027, 379, 838, 854, 803, 954, 639, 689, 882, 1340, 802]","[74, 62, 72, 72, 95, 108, 59, 96, 43, 55, 58, 53, 12, 45, 62, 63]",1340,108,108,,1764.692,
2,OK,16,"[464, 2840, 7847, 5796, 8404, 8505, 8566, 9965, 5910, 1003, 5031, 9264, 78, 1245, 5405, 7389]","[495, 993, 523, 846, 1138, 2033, 731, 863, 1401, 1044, 1879, 830, 561, 1109, 884, 656]","[42, 67, 41, 63, 39, 57, 70, 47, 55, 60, 72, 63, 43, 63, 37, 43]",2033,72,72,,1600.398,
3,OK,16,"[9070, 7808, 9858, 256, 787, 3072, 4360, 4464, 1592, 2279, 9148, 817, 2824, 1252, 2402, 2138]","[793, 422, 442, 1292, 588, 249, 661, 1236, 572, 245, 685, 719, 561, 652, 427, 838]","[56, 67, 49, 50, 136, 69, 59, 92, 50, 47, 64, 62, 47, 48, 36, 29]",1292,136,136,,1981.177,
4,OK,16,"[603, 9216, 8275, 743, 829, 3997, 1209, 423, 5585, 3713, 846, 5715, 6439, 9133, 5555, 909]","[231, 576, 488, 519, 1314, 1182, 1800, 1052, 649, 964, 690, 887, 346, 2001, 194, 2055]","[27, 77, 24, 106, 73, 64, 125, 82, 77, 108, 77, 46, 45, 68, 64, 54]",2055,125,125,,2148.647,
5,OK,16,"[3071, 6133, 9258, 4021, 6806, 5401, 726, 9769, 4310, 307, 1300, 8318, 2212, 6705, 7407, 1539]","[540, 1292, 723, 1087, 2230, 557, 432, 1178, 499, 736, 634, 619, 798, 300, 936, 408]","[106, 125, 81, 80, 53, 79, 93, 61, 95, 58, 13, 72, 76, 43, 89, 71]",2230,125,125,,2051.638,
6,OK,16,"[9030, 359, 5118, 376, 5676, 1602, 8969, 58, 5961, 7839, 7431, 2240, 1424, 2015, 1348, 3739]","[874, 819, 775, 1109, 1623, 1464, 1071, 367, 974, 499, 542, 836, 308, 1132, 618, 493]","[75, 53, 59, 61, 47, 58, 73, 42, 41, 61, 80, 75, 64, 93, 55, 39]",1623,93,93,,1717.088,
7,OK,16,"[916, 874, 9049, 6812, 4879, 2268, 3226, 4029, 7649, 730, 762, 7892, 9036, 9937, 3505, 962]","[1073, 316, 402, 1088, 560, 1685, 1240, 961, 1246, 583, 1006, 1563, 399, 1304, 472, 674]","[110, 68, 40, 96, 63, 103, 54, 63, 114, 76, 50, 46, 46, 49, 44, 46]",1685,114,114,,1986.907,
8,OK,16,"[7347, 3145, 7825, 9803, 895, 4795, 4614, 9573, 9262, 6005, 1925, 4033, 5964, 1124, 2206, 2336]","[428, 487, 767, 631, 996, 1409, 1817, 306, 755, 852, 550, 151, 586, 886, 529, 631]","[38, 59, 42, 45, 73, 64, 69, 46, 78, 63, 70, 22, 41, 66, 81, 77]",1817,81,81,,1492.326,
9,OK,16,"[4405, 5453, 9959, 9140, 4424, 740, 8862, 2656, 2974, 2958, 525, 6647, 494, 3194, 519, 550]","[245, 636, 733, 514, 340, 285, 868, 751, 1896, 669, 1208, 255, 554, 627, 687, 619]","[45, 56, 51, 45, 52, 49, 74, 83, 30, 48, 83, 77, 43, 34, 58, 63]",1896,83,83,,1456.392,
